Date,High,Low,Open,Close,Volume,MM_indicator,MM_acivity,MM_pf,MM_pf_frais,GAFA_indicator,GAFA_acivity,GAFA_pf,GAFA_pf_frais,AAPL,MSFT,AMZN,vol_indicator,vol_acivity,vol_pf,vol_pf_frais,RSI100_indicator,RSI100_activity,RSI100_pf,RSI100_pf_frais,VIX_indicator,VIX_acivity,VIX_pf,VIX_pf_frais,supermodel_indicator,supermodel_acivity,supermodel_pf,supermodel_pf_frais
1998-01-16,1008.6199951171875,995.5800170898438,995.5800170898438,1005.8699951171875,701230000,,1,1005.8699951171875,1005.8699951171875,,1,1005.8699951171875,1005.8699951171875,,,,,1,1005.8699951171875,1005.8699951171875,49.08100188999973,1,1005.8699951171875,1005.8699951171875,,1,1005.8699951171875,1005.8699951171875,5,1,1005.8699951171875,1005.8699951171875
1998-01-20,1026.8800048828125,1005.8699951171875,1005.8699951171875,1026.8800048828125,715490000,,1,1026.8800048828125,1026.8800048828125,,1,1026.8800048828125,1026.8800048828125,,,,,1,1026.8800048828125,1026.8800048828125,53.37328058299885,1,1026.8800048828125,1026.8800048828125,,1,1026.8800048828125,1026.8800048828125,5,1,1026.8800048828125,1026.8800048828125
1998-01-21,1029.7900390625,1017.3699951171875,1026.8800048828125,1026.52001953125,716850000,,1,1026.52001953125,1026.52001953125,,1,1026.52001953125,1026.52001953125,,,,,1,1026.52001953125,1026.52001953125,57.81385039513756,1,1026.52001953125,1026.52001953125,,1,1026.52001953125,1026.52001953125,5,1,1026.52001953125,1026.52001953125
1998-01-22,1029.239990234375,1014.469970703125,1026.739990234375,1020.6300048828125,660500000,,1,1020.6300048828125,1020.6300048828125,,1,1020.6300048828125,1020.6300048828125,,,,,1,1020.6300048828125,1020.6300048828125,62.2421905258397,1,1020.6300048828125,1020.6300048828125,,1,1020.6300048828125,1020.6300048828125,5,1,1020.6300048828125,1020.6300048828125
1998-01-23,1028.6600341796875,1015.4500122070312,1020.6300048828125,1024.469970703125,647390000,,1,1024.469970703125,1024.469970703125,,1,1024.469970703125,1024.469970703125,,,,,1,1024.469970703125,1024.469970703125,62.39231498451621,1,1024.469970703125,1024.469970703125,,1,1024.469970703125,1024.469970703125,5,1,1024.469970703125,1024.469970703125
1998-01-26,1026.9000244140625,1009.6799926757812,1024.469970703125,1016.4000244140625,588240000,,1,1016.4000244140625,1016.4000244140625,,1,1016.4000244140625,1016.4000244140625,,,,,1,1016.4000244140625,1016.4000244140625,83.29100305547438,1,1016.4000244140625,1016.4000244140625,,1,1016.4000244140625,1016.4000244140625,5,1,1016.4000244140625,1016.4000244140625
1998-01-27,1038.780029296875,1014.3599853515625,1016.4000244140625,1035.760009765625,680550000,,1,1035.760009765625,1035.760009765625,,1,1035.760009765625,1035.760009765625,,,,,1,1035.760009765625,1035.760009765625,84.0629214640474,1,1035.760009765625,1035.760009765625,,1,1035.760009765625,1035.760009765625,5,1,1035.760009765625,1035.760009765625
1998-01-28,1064.9000244140625,1035.760009765625,1035.760009765625,1063.199951171875,777610000,,1,1063.199951171875,1063.199951171875,,1,1063.199951171875,1063.199951171875,,,,,1,1063.199951171875,1063.199951171875,84.63967348579845,1,1063.199951171875,1063.199951171875,,1,1063.199951171875,1063.199951171875,5,1,1063.199951171875,1063.199951171875
1998-01-29,1082.0799560546875,1059.5999755859375,1063.219970703125,1069.0,827970000,,1,1069.0,1069.0,,1,1069.0,1069.0,,,,,1,1069.0,1069.0,85.30875465553217,1,1069.0,1069.0,,1,1069.0,1069.0,5,1,1069.0,1069.0
1998-01-30,1080.260009765625,1066.699951171875,1069.0,1071.1300048828125,729510000,,1,1071.1300048828125,1071.1300048828125,,1,1071.1300048828125,1071.1300048828125,,,,,1,1071.1300048828125,1071.1300048828125,86.25591445343919,1,1071.1300048828125,1071.1300048828125,,1,1071.1300048828125,1071.1300048828125,5,1,1071.1300048828125,1071.1300048828125
1998-02-02,1103.6199951171875,1071.1300048828125,1071.1300048828125,1100.989990234375,808120000,,1,1100.989990234375,1100.989990234375,,1,1100.989990234375,1100.989990234375,,,,,1,1100.989990234375,1100.989990234375,88.42925074050073,1,1100.989990234375,1100.989990234375,,1,1100.989990234375,1100.989990234375,5,1,1100.989990234375,1100.989990234375
1998-02-03,1113.5400390625,1096.4200439453125,1100.989990234375,1111.260009765625,764140000,,1,1111.260009765625,1111.260009765625,,1,1111.260009765625,1111.260009765625,,,,,1,1111.260009765625,1111.260009765625,87.32971219159721,1,1111.260009765625,1111.260009765625,,1,1111.260009765625,1111.260009765625,5,1,1111.260009765625,1111.260009765625
1998-02-04,1127.77001953125,1107.4599609375,1111.25,1124.43994140625,820450000,,1,1124.43994140625,1124.43994140625,,1,1124.43994140625,1124.43994140625,,,,,1,1124.43994140625,1124.43994140625,88.90656526462828,1,1124.43994140625,1124.43994140625,,1,1124.43994140625,1124.43994140625,5,1,1124.43994140625,1124.43994140625
1998-02-05,1143.489990234375,1113.0799560546875,1124.43994140625,1114.8599853515625,865990000,,1,1114.8599853515625,1114.8599853515625,,1,1114.8599853515625,1114.8599853515625,,,,,1,1114.8599853515625,1114.8599853515625,86.37386580819295,1,1114.8599853515625,1114.8599853515625,,1,1114.8599853515625,1114.8599853515625,5,1,1114.8599853515625,1114.8599853515625
1998-02-06,1134.3900146484375,1110.4599609375,1114.8599853515625,1134.3199462890625,753820000,,1,1134.3199462890625,1134.3199462890625,,1,1134.3199462890625,1134.3199462890625,,,,,1,1134.3199462890625,1134.3199462890625,87.84021421837457,1,1134.3199462890625,1134.3199462890625,,1,1134.3199462890625,1134.3199462890625,5,1,1134.3199462890625,1134.3199462890625
1998-02-09,1138.97998046875,1119.43994140625,1134.3199462890625,1122.719970703125,688620000,,1,1122.719970703125,1122.719970703125,,1,1122.719970703125,1122.719970703125,,,,,1,1122.719970703125,1122.719970703125,85.75466857145203,1,1122.719970703125,1122.719970703125,,1,1122.719970703125,1122.719970703125,5,1,1122.719970703125,1122.719970703125
1998-02-10,1144.97998046875,1121.969970703125,1122.6800537109375,1139.7900390625,835560000,,1,1139.7900390625,1139.7900390625,,1,1139.7900390625,1139.7900390625,,,,,1,1139.7900390625,1139.7900390625,85.5318347000482,1,1139.7900390625,1139.7900390625,,1,1139.7900390625,1139.7900390625,5,1,1139.7900390625,1139.7900390625
1998-02-11,1145.47998046875,1132.5,1139.7900390625,1138.81005859375,760090000,,1,1138.81005859375,1138.81005859375,,1,1138.81005859375,1138.81005859375,,,,,1,1138.81005859375,1138.81005859375,81.52261757658789,1,1138.81005859375,1138.81005859375,,1,1138.81005859375,1138.81005859375,5,1,1138.81005859375,1138.81005859375
1998-02-12,1146.280029296875,1122.47998046875,1138.81005859375,1144.800048828125,769560000,,1,1144.800048828125,1144.800048828125,,1,1144.800048828125,1144.800048828125,,,,,1,1144.800048828125,1144.800048828125,81.55183522319624,1,1144.800048828125,1144.800048828125,,1,1144.800048828125,1144.800048828125,5,1,1144.800048828125,1144.800048828125
1998-02-13,1144.800048828125,1136.510009765625,1144.800048828125,1136.68994140625,683180000,,1,1136.68994140625,1136.68994140625,,1,1136.68994140625,1136.68994140625,,,,,1,1136.68994140625,1136.68994140625,75.99522173529614,1,1136.68994140625,1136.68994140625,,1,1136.68994140625,1136.68994140625,5,1,1136.68994140625,1136.68994140625
1998-02-17,1147.699951171875,1125.77001953125,1136.6400146484375,1128.6300048828125,691970000,,1,1128.6300048828125,1128.6300048828125,,1,1128.6300048828125,1128.6300048828125,,,,,1,1128.6300048828125,1128.6300048828125,63.25025602013049,1,1128.6300048828125,1128.6300048828125,,1,1128.6300048828125,1128.6300048828125,5,1,1128.6300048828125,1128.6300048828125
1998-02-18,1140.739990234375,1125.8199462890625,1128.6199951171875,1140.739990234375,687480000,,1,1140.739990234375,1140.739990234375,,1,1140.739990234375,1140.739990234375,,,,,1,1140.739990234375,1140.739990234375,63.88732349010578,1,1140.739990234375,1140.739990234375,,1,1140.739990234375,1140.739990234375,5,1,1140.739990234375,1140.739990234375
1998-02-19,1161.2900390625,1140.760009765625,1140.760009765625,1156.75,738870000,,1,1156.75,1156.75,,1,1156.75,1156.75,,,,,1,1156.75,1156.75,64.82521211360822,1,1156.75,1156.75,,1,1156.75,1156.75,5,1,1156.75,1156.75
1998-02-20,1163.8399658203125,1144.22998046875,1156.760009765625,1159.72998046875,745760000,,1,1159.72998046875,1159.72998046875,,1,1159.72998046875,1159.72998046875,,,,,1,1159.72998046875,1159.72998046875,71.91559893395659,1,1159.72998046875,1159.72998046875,,1,1159.72998046875,1159.72998046875,5,1,1159.72998046875,1159.72998046875
1998-02-23,1185.780029296875,1159.72998046875,1159.72998046875,1185.530029296875,731710000,,1,1185.530029296875,1185.530029296875,,1,1185.530029296875,1185.530029296875,,,,,1,1185.530029296875,1185.530029296875,73.55351113297019,1,1185.530029296875,1185.530029296875,,1,1185.530029296875,1185.530029296875,5,1,1185.530029296875,1185.530029296875
1998-02-24,1194.989990234375,1172.3399658203125,1185.530029296875,1172.4000244140625,774920000,,1,1172.4000244140625,1172.4000244140625,,1,1172.4000244140625,1172.4000244140625,,,,,1,1172.4000244140625,1172.4000244140625,72.5326574294614,1,1172.4000244140625,1172.4000244140625,,1,1172.4000244140625,1172.4000244140625,5,1,1172.4000244140625,1172.4000244140625
1998-02-25,1200.6500244140625,1172.4000244140625,1172.4000244140625,1200.3900146484375,845060000,,1,1200.3900146484375,1200.3900146484375,,1,1200.3900146484375,1200.3900146484375,,,,,1,1200.3900146484375,1200.3900146484375,75.00823641897631,1,1200.3900146484375,1200.3900146484375,,1,1200.3900146484375,1200.3900146484375,5,1,1200.3900146484375,1200.3900146484375
1998-02-26,1207.8399658203125,1196.469970703125,1200.3900146484375,1206.969970703125,782680000,,1,1206.969970703125,1206.969970703125,,1,1206.969970703125,1206.969970703125,,,,,1,1206.969970703125,1206.969970703125,76.88541608485215,1,1206.969970703125,1206.969970703125,,1,1206.969970703125,1206.969970703125,5,1,1206.969970703125,1206.969970703125
1998-02-27,1213.0899658203125,1194.0899658203125,1206.9200439453125,1194.1300048828125,816160000,,1,1194.1300048828125,1194.1300048828125,,1,1194.1300048828125,1194.1300048828125,,,,,1,1194.1300048828125,1194.1300048828125,68.46043015605743,1,1194.1300048828125,1194.1300048828125,,1,1194.1300048828125,1194.1300048828125,5,1,1194.1300048828125,1194.1300048828125
1998-03-02,1204.1199951171875,1176.760009765625,1194.1300048828125,1177.5899658203125,747030000,,1,1177.5899658203125,1177.5899658203125,,1,1177.5899658203125,1177.5899658203125,,,,,1,1177.5899658203125,1177.5899658203125,64.39736986621588,1,1177.5899658203125,1177.5899658203125,,1,1177.5899658203125,1177.5899658203125,5,1,1177.5899658203125,1177.5899658203125
1998-03-03,1177.5899658203125,1160.9300537109375,1177.5899658203125,1175.719970703125,783120000,,1,1175.719970703125,1175.719970703125,,1,1175.719970703125,1175.719970703125,,,,,1,1175.719970703125,1175.719970703125,67.3316062874534,1,1175.719970703125,1175.719970703125,,1,1175.719970703125,1175.719970703125,5,1,1175.719970703125,1175.719970703125
1998-03-04,1181.219970703125,1166.81005859375,1175.719970703125,1179.8699951171875,731200000,,1,1179.8699951171875,1179.8699951171875,,1,1179.8699951171875,1179.8699951171875,,,,,1,1179.8699951171875,1179.8699951171875,65.29830338606915,1,1179.8699951171875,1179.8699951171875,,1,1179.8699951171875,1179.8699951171875,5,1,1179.8699951171875,1179.8699951171875
1998-03-05,1179.8699951171875,1123.8599853515625,1179.8699951171875,1126.8299560546875,874260000,,1,1126.8299560546875,1126.8299560546875,,1,1126.8299560546875,1126.8299560546875,,,,,1,1126.8299560546875,1126.8299560546875,40.92892433522696,1,1126.8299560546875,1126.8299560546875,,1,1126.8299560546875,1126.8299560546875,5,1,1126.8299560546875,1126.8299560546875
1998-03-06,1163.1099853515625,1126.75,1126.75,1163.1099853515625,791520000,,1,1163.1099853515625,1163.1099853515625,,1,1163.1099853515625,1163.1099853515625,,,,,1,1163.1099853515625,1163.1099853515625,50.852588866123625,1,1163.1099853515625,1163.1099853515625,,1,1163.1099853515625,1163.1099853515625,5,1,1163.1099853515625,1163.1099853515625
1998-03-09,1163.1099853515625,1128.3699951171875,1163.1099853515625,1128.3699951171875,739340000,,1,1128.3699951171875,1128.3699951171875,,1,1128.3699951171875,1128.3699951171875,,,,,1,1128.3699951171875,1128.3699951171875,36.2038943935229,1,1128.3699951171875,1128.3699951171875,,1,1128.3699951171875,1128.3699951171875,5,1,1128.3699951171875,1128.3699951171875
1998-03-10,1148.800048828125,1128.3699951171875,1128.3699951171875,1148.6099853515625,799920000,,1,1148.6099853515625,1148.6099853515625,,1,1148.6099853515625,1148.6099853515625,,,,,1,1148.6099853515625,1148.6099853515625,44.44858428758617,1,1148.6099853515625,1148.6099853515625,,1,1148.6099853515625,1148.6099853515625,5,1,1148.6099853515625,1148.6099853515625
1998-03-11,1163.8499755859375,1146.780029296875,1148.6099853515625,1153.8699951171875,838450000,,1,1153.8699951171875,1153.8699951171875,,1,1153.8699951171875,1153.8699951171875,,,,,1,1153.8699951171875,1153.8699951171875,37.856319817270574,1,1153.8699951171875,1153.8699951171875,,1,1153.8699951171875,1153.8699951171875,5,1,1153.8699951171875,1153.8699951171875
1998-03-12,1166.4300537109375,1147.52001953125,1153.8699951171875,1163.27001953125,756150000,,1,1163.27001953125,1163.27001953125,,1,1163.27001953125,1163.27001953125,,,,,1,1163.27001953125,1163.27001953125,38.75799366661684,1,1163.27001953125,1163.27001953125,,1,1163.27001953125,1163.27001953125,5,1,1163.27001953125,1163.27001953125
1998-03-13,1180.9599609375,1163.27001953125,1163.27001953125,1169.2900390625,752290000,,1,1169.2900390625,1169.2900390625,,1,1169.2900390625,1169.2900390625,,,,,1,1169.2900390625,1169.2900390625,43.377427621297265,1,1169.2900390625,1169.2900390625,,1,1169.2900390625,1169.2900390625,5,1,1169.2900390625,1169.2900390625
1998-03-16,1181.4100341796875,1169.3699951171875,1169.3699951171875,1180.1700439453125,690210000,,1,1180.1700439453125,1180.1700439453125,,1,1180.1700439453125,1180.1700439453125,,,,,1,1180.1700439453125,1180.1700439453125,50.70927983398234,1,1180.1700439453125,1180.1700439453125,,1,1180.1700439453125,1180.1700439453125,5,1,1180.1700439453125,1180.1700439453125
1998-03-17,1180.1700439453125,1158.8599853515625,1180.1700439453125,1167.8900146484375,799940000,,1,1167.8900146484375,1167.8900146484375,,1,1167.8900146484375,1167.8900146484375,,,,,1,1167.8900146484375,1167.8900146484375,47.96402582208055,1,1167.8900146484375,1167.8900146484375,,1,1167.8900146484375,1167.8900146484375,5,1,1167.8900146484375,1167.8900146484375
1998-03-18,1177.6199951171875,1157.3399658203125,1167.8900146484375,1177.010009765625,757120000,,1,1177.010009765625,1177.010009765625,,1,1177.010009765625,1177.010009765625,,,,,1,1177.010009765625,1177.010009765625,49.2750726350672,1,1177.010009765625,1177.010009765625,,1,1177.010009765625,1177.010009765625,5,1,1177.010009765625,1177.010009765625
1998-03-19,1186.219970703125,1176.6199951171875,1177.010009765625,1186.1600341796875,789290000,,1,1186.1600341796875,1186.1600341796875,,1,1186.1600341796875,1186.1600341796875,,,,,1,1186.1600341796875,1186.1600341796875,69.34212453279508,1,1186.1600341796875,1186.1600341796875,,1,1186.1600341796875,1186.1600341796875,5,1,1186.1600341796875,1186.1600341796875
1998-03-20,1190.8800048828125,1168.3900146484375,1186.1600341796875,1169.4300537109375,756320000,,1,1169.4300537109375,1169.4300537109375,,1,1169.4300537109375,1169.4300537109375,,,,,1,1169.4300537109375,1169.4300537109375,52.361405294758335,1,1169.4300537109375,1169.4300537109375,,1,1169.4300537109375,1169.4300537109375,5,1,1169.4300537109375,1169.4300537109375
1998-03-23,1184.8900146484375,1162.9300537109375,1169.4300537109375,1179.1800537109375,731510000,,1,1179.1800537109375,1179.1800537109375,,1,1179.1800537109375,1179.1800537109375,,,,,1,1179.1800537109375,1179.1800537109375,73.34375729078803,1,1179.1800537109375,1179.1800537109375,,1,1179.1800537109375,1179.1800537109375,5,1,1179.1800537109375,1179.1800537109375
1998-03-24,1199.8399658203125,1179.1800537109375,1179.1800537109375,1197.81005859375,803810000,,1,1197.81005859375,1197.81005859375,,1,1197.81005859375,1197.81005859375,,,,,1,1197.81005859375,1197.81005859375,72.94349499685204,1,1197.81005859375,1197.81005859375,,1,1197.81005859375,1197.81005859375,5,1,1197.81005859375,1197.81005859375
1998-03-25,1230.9200439453125,1197.81005859375,1197.81005859375,1214.8199462890625,871650000,,1,1214.8199462890625,1214.8199462890625,,1,1214.8199462890625,1214.8199462890625,,,,,1,1214.8199462890625,1214.8199462890625,75.61568722411815,1,1214.8199462890625,1214.8199462890625,,1,1214.8199462890625,1214.8199462890625,5,1,1214.8199462890625,1214.8199462890625
1998-03-26,1223.3399658203125,1206.3299560546875,1214.8299560546875,1217.93994140625,725070000,,1,1217.93994140625,1217.93994140625,,1,1217.93994140625,1217.93994140625,,,,,1,1217.93994140625,1217.93994140625,74.25678866843741,1,1217.93994140625,1217.93994140625,,1,1217.93994140625,1217.93994140625,5,1,1217.93994140625,1217.93994140625
1998-03-27,1226.719970703125,1206.5999755859375,1217.93994140625,1211.6400146484375,738420000,,1,1211.6400146484375,1211.6400146484375,,1,1211.6400146484375,1211.6400146484375,,,,,1,1211.6400146484375,1211.6400146484375,68.743928622755,1,1211.6400146484375,1211.6400146484375,,1,1211.6400146484375,1211.6400146484375,5,1,1211.6400146484375,1211.6400146484375
1998-03-30,1215.1700439453125,1201.1700439453125,1211.6400146484375,1206.6400146484375,655780000,,1,1206.6400146484375,1206.6400146484375,,1,1206.6400146484375,1206.6400146484375,,,,,1,1206.6400146484375,1206.6400146484375,62.35876801021339,1,1206.6400146484375,1206.6400146484375,,1,1206.6400146484375,1206.6400146484375,5,1,1206.6400146484375,1206.6400146484375
1998-03-31,1227.0400390625,1206.280029296875,1206.280029296875,1220.6600341796875,841000000,,1,1220.6600341796875,1220.6600341796875,,1,1220.6600341796875,1220.6600341796875,,,,,1,1220.6600341796875,1220.6600341796875,74.24428008354141,1,1220.6600341796875,1220.6600341796875,,1,1220.6600341796875,1220.6600341796875,5,1,1220.6600341796875,1220.6600341796875
1998-04-01,1230.4200439453125,1207.9599609375,1220.6600341796875,1228.4100341796875,835580000,,1,1228.4100341796875,1228.4100341796875,,1,1228.4100341796875,1228.4100341796875,,,,,1,1228.4100341796875,1228.4100341796875,73.91592289543127,1,1228.4100341796875,1228.4100341796875,,1,1228.4100341796875,1228.4100341796875,5,1,1228.4100341796875,1228.4100341796875
1998-04-02,1236.510009765625,1224.050048828125,1228.5799560546875,1230.1800537109375,918090000,,1,1230.1800537109375,1230.1800537109375,,1,1230.1800537109375,1230.1800537109375,,,,,1,1230.1800537109375,1230.1800537109375,71.99245231468042,1,1230.1800537109375,1230.1800537109375,,1,1230.1800537109375,1230.1800537109375,5,1,1230.1800537109375,1230.1800537109375
1998-04-03,1240.280029296875,1226.1300048828125,1230.1800537109375,1233.6600341796875,863080000,,1,1233.6600341796875,1233.6600341796875,,1,1233.6600341796875,1233.6600341796875,,,,,1,1233.6600341796875,1233.6600341796875,86.98612419338966,1,1233.6600341796875,1233.6600341796875,,1,1233.6600341796875,1233.6600341796875,5,1,1233.6600341796875,1233.6600341796875
1998-04-06,1234.4200439453125,1204.6500244140625,1233.6600341796875,1205.3699951171875,761070000,,1,1205.3699951171875,1205.3699951171875,,1,1205.3699951171875,1205.3699951171875,,,,,1,1205.3699951171875,1205.3699951171875,62.427623118896186,1,1205.3699951171875,1205.3699951171875,,1,1205.3699951171875,1205.3699951171875,5,1,1205.3699951171875,1205.3699951171875
1998-04-07,1205.3699951171875,1172.8699951171875,1205.3699951171875,1182.1300048828125,776480000,,1,1182.1300048828125,1182.1300048828125,,1,1182.1300048828125,1182.1300048828125,,,,,1,1182.1300048828125,1182.1300048828125,42.871397572575766,1,1182.1300048828125,1182.1300048828125,,1,1182.1300048828125,1182.1300048828125,5,1,1182.1300048828125,1182.1300048828125
1998-04-08,1197.469970703125,1180.8399658203125,1182.1300048828125,1191.06005859375,719600000,,1,1191.06005859375,1191.06005859375,,1,1191.06005859375,1191.06005859375,,,,,1,1191.06005859375,1191.06005859375,38.34156918414165,1,1191.06005859375,1191.06005859375,,1,1191.06005859375,1191.06005859375,5,1,1191.06005859375,1191.06005859375
1998-04-09,1204.0400390625,1191.06005859375,1191.06005859375,1196.9000244140625,755840000,,1,1196.9000244140625,1196.9000244140625,,1,1196.9000244140625,1196.9000244140625,,,,,1,1196.9000244140625,1196.9000244140625,39.94460047115269,1,1196.9000244140625,1196.9000244140625,,1,1196.9000244140625,1196.9000244140625,5,1,1196.9000244140625,1196.9000244140625
1998-04-13,1205.47998046875,1184.0999755859375,1196.989990234375,1202.969970703125,631850000,,1,1202.969970703125,1202.969970703125,,1,1202.969970703125,1202.969970703125,,,,,1,1202.969970703125,1202.969970703125,45.84728291565468,1,1202.969970703125,1202.969970703125,,1,1202.969970703125,1202.969970703125,5,1,1202.969970703125,1202.969970703125
1998-04-14,1216.6700439453125,1197.18994140625,1202.969970703125,1213.1199951171875,777690000,,1,1213.1199951171875,1213.1199951171875,,1,1213.1199951171875,1213.1199951171875,,,,,1,1213.1199951171875,1213.1199951171875,52.95781365617951,1,1213.1199951171875,1213.1199951171875,,1,1213.1199951171875,1213.1199951171875,5,1,1213.1199951171875,1213.1199951171875
1998-04-15,1237.9000244140625,1213.1199951171875,1213.1199951171875,1231.3599853515625,901950000,,1,1231.3599853515625,1231.3599853515625,,1,1231.3599853515625,1231.3599853515625,,,,,1,1231.3599853515625,1231.3599853515625,54.70286139827153,1,1231.3599853515625,1231.3599853515625,,1,1231.3599853515625,1231.3599853515625,5,1,1231.3599853515625,1231.3599853515625
1998-04-16,1231.3599853515625,1217.72998046875,1231.3599853515625,1227.530029296875,854830000,,1,1227.530029296875,1227.530029296875,,1,1227.530029296875,1227.530029296875,,,,,1,1227.530029296875,1227.530029296875,49.59941498695834,1,1227.530029296875,1227.530029296875,,1,1227.530029296875,1227.530029296875,5,1,1227.530029296875,1227.530029296875
1998-04-17,1231.5899658203125,1217.219970703125,1227.530029296875,1231.25,811930000,,1,1231.25,1231.25,,1,1231.25,1231.25,,,,,1,1231.25,1231.25,50.47855223344394,1,1231.25,1231.25,,1,1231.25,1231.25,5,1,1231.25,1231.25
1998-04-20,1254.010009765625,1230.9000244140625,1231.25,1253.1099853515625,808730000,,1,1253.1099853515625,1253.1099853515625,,1,1253.1099853515625,1253.1099853515625,,,,,1,1253.1099853515625,1253.1099853515625,57.47098519063124,1,1253.1099853515625,1253.1099853515625,,1,1253.1099853515625,1253.1099853515625,5,1,1253.1099853515625,1253.1099853515625
1998-04-21,1270.219970703125,1241.02001953125,1253.1099853515625,1269.699951171875,938570000,,1,1269.699951171875,1269.699951171875,,1,1269.699951171875,1269.699951171875,,,,,1,1269.699951171875,1269.699951171875,77.15034956028047,1,1269.699951171875,1269.699951171875,,1,1269.699951171875,1269.699951171875,5,1,1269.699951171875,1269.699951171875
1998-04-22,1310.0999755859375,1269.699951171875,1269.699951171875,1290.9000244140625,1026050000,,1,1290.9000244140625,1290.9000244140625,,1,1290.9000244140625,1290.9000244140625,,,,,1,1290.9000244140625,1290.9000244140625,96.71050562280745,1,1290.9000244140625,1290.9000244140625,,1,1290.9000244140625,1290.9000244140625,5,1,1290.9000244140625,1290.9000244140625
1998-04-23,1290.9000244140625,1257.68994140625,1290.9000244140625,1258.5799560546875,891510000,,1,1258.5799560546875,1258.5799560546875,,1,1258.5799560546875,1258.5799560546875,,,,,1,1258.5799560546875,1258.5799560546875,74.14530231664783,1,1258.5799560546875,1258.5799560546875,,1,1258.5799560546875,1258.5799560546875,5,1,1258.5799560546875,1258.5799560546875
